Hospital Name,City,State,ZIP Code,County Name,Phone Number
SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,94583,CONTRA COSTA,9252759200
SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,94509,CONTRA COSTA,9257797200
SUTTER COAST HOSPITAL,CRESCENT CITY,CA,95531,DEL NORTE,7074648880
BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,96150,EL DORADO,5305413420
MARSHALL MEDICAL CENTER,PLACERVILLE,CA,95667,EL DORADO,5306221441
ADVENTIST MEDICAL CENTER - REEDLEY,REEDLEY,CA,93654,FRESNO,5596388155
CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,CA,93611,FRESNO,5593244000
COALINGA REGIONAL MEDICAL CENTER,COALINGA,CA,93210,FRESNO,5599356400
COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,93721,FRESNO,5594596000
FRESNO SURGICAL HOSPITAL,FRESNO,CA,93710,FRESNO,5594318000
KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,CA,93720,FRESNO,5594484500
SAINT AGNES MEDICAL CENTER,FRESNO,CA,93710,FRESNO,5594503000
VALLEY CHILDREN'S HOSPITAL,MADERA,CA,93636,FRESNO,5593535116
GLENN MEDICAL CENTER,WILLOWS,CA,95988,GLENN,5309341818
JEROLD PHELPS COMMUNITY HOSPITAL,GARBERVILLE,CA,95542,HUMBOLDT,7079233921
MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,95521,HUMBOLDT,7078223621
REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,95540,HUMBOLDT,7074458121
ST JOSEPH HOSPITAL,EUREKA,CA,95501,HUMBOLDT,7074458121
EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,CA,92243,IMPERIAL,7603397100
PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,CA,92227,IMPERIAL,7603513333
NORTHERN INYO HOSPITAL,BISHOP,CA,93514,INYO,7608735811
SOUTHERN INYO HOSPITAL,LONE PINE,CA,93545,INYO,7608765501
ADVENTIST HEALTH BAKERSFIELD,BAKERSFIELD,CA,93301,KERN,6613953000
ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,TEHACHAPI,CA,93561,KERN,6618223241
BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,93308,KERN,6613166000
BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,CA,93301,KERN,6613271792
DELANO REGIONAL MEDICAL CENTER,DELANO,CA,93215,KERN,6617254800
GOOD SAMARITAN HOSPITAL,BAKERSFIELD,CA,93308,KERN,6613994461
KERN MEDICAL CENTER,BAKERSFIELD,CA,93306,KERN,6613262000
KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,93240,KERN,7603792681
MERCY HOSPITAL,BAKERSFIELD,CA,93301,KERN,6616325000
RIDGECREST REGIONAL HOSPITAL,RIDGECREST,CA,93555,KERN,7604463551
ADVENTIST MEDICAL CENTER,HANFORD,CA,93230,KINGS,2094107200
ST HELENA HOSPITAL-CLEARLAKE,CLEARLAKE,CA,95422,LAKE,7079946486
SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,95453,LAKE,7072625000
BANNER LASSEN MEDICAL CENTER,SUSANVILLE,CA,96130,LASSEN,5302522000
ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA,CA,91801,LOS ANGELES,6265701606
ANTELOPE VALLEY HOSPITAL,LANCASTER,CA,93534,LOS ANGELES,6619495000
BEVERLY HOSPITAL,MONTEBELLO,CA,90640,LOS ANGELES,3237261222
CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,90015,LOS ANGELES,2137482411
CASA COLINA HOSPITAL,POMONA,CA,91767,LOS ANGELES,9095967733
CATALINA ISLAND MEDICAL CENTER,AVALON,CA,90704,LOS ANGELES,3105100700
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,90048,LOS ANGELES,3104235000
CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,90301,LOS ANGELES,3106734660
CHILDREN'S HOSP OF LOS ANGELES,LOS ANGELES,CA,90027,LOS ANGELES,3236692164
CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,91723,LOS ANGELES,6268142468
COAST PLAZA HOSPITAL,NORWALK,CA,90650,LOS ANGELES,3103560550
COLLEGE MEDICAL CENTER,LONG BEACH,CA,90806,LOS ANGELES,5625951911
COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931
COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,CA,90804,LOS ANGELES,5624940600
EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,90023,LOS ANGELES,3232685514
EAST VALLEY GLENDORA HOSPITAL,GLENDORA,CA,91740,LOS ANGELES,6263350231
ENCINO HOSPITAL MEDICAL CENTER,ENCINO,CA,91436,LOS ANGELES,8189955000
FOOTHILL PRESBYTERIAN HOSPITAL,GLENDORA,CA,91740,LOS ANGELES,6269638411
GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222
GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,91206,LOS ANGELES,8184098202
GLENDALE MEM HOSPITAL & HLTH CENTER,GLENDALE,CA,91204,LOS ANGELES,8185021900
GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,90017,LOS ANGELES,2139772121
GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975
HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,91355,LOS ANGELES,6612538000
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,CA,90027,LOS ANGELES,2134133000
HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,91109,LOS ANGELES,6263975000
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,BALDWIN PARK,CA,91706,LOS ANGELES,6268511011
KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007
KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,CA,90027,LOS ANGELES,3237834011
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333
KAISER FOUNDATION HOSPITAL - SOUTH BAY,HARBOR CITY,CA,90710,LOS ANGELES,3105176441
KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,CA,90034,LOS ANGELES,2138572201
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,CA,91367,LOS ANGELES,8187193800
KECK HOSPITAL OF USC,LOS ANGELES,CA,90033,LOS ANGELES,3234428656
LAC/HARBOR-UCLA MED CENTER,TORRANCE,CA,90502,LOS ANGELES,3102222101
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,91342,LOS ANGELES,8183641555
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,DOWNEY,CA,90242,LOS ANGELES,5624017022
LAC+USC MEDICAL CENTER,LOS ANGELES,CA,90033,LOS ANGELES,3232262800
LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712,LOS ANGELES,5626026751
LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,90806,LOS ANGELES,5629332000
LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,90023,LOS ANGELES,3232670477
MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,90291,LOS ANGELES,3108238911
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,CA,90059,LOS ANGELES,4248356808
MEMORIAL HOSPITAL OF GARDENA,GARDENA,CA,90247,LOS ANGELES,3105324200
METHODIST HOSPITAL OF SOUTHERN CA,ARCADIA,CA,91006,LOS ANGELES,6264454441
MILLER CHILDREN'S HOSPITAL,LONG BEACH,CA,90806,LOS ANGELES,5629338001
MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,90036,LOS ANGELES,3239301040
MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100
MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000
MOTION PICTURE & TELEVISION HOSPITAL,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761771
NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500
OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,90036,LOS ANGELES,3106575900
PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,CA,90012,LOS ANGELES,2136248411
PACIFICA HOSPITAL OF THE VALLEY,SUN VALLEY,CA,91352,LOS ANGELES,8187673310
PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,93552,LOS ANGELES,6613825000
PIH HOSPITAL - DOWNEY,DOWNEY,CA,90241,LOS ANGELES,5269045000
POMONA VALLEY HOSPITAL MEDICAL CENTER,POMONA,CA,91767,LOS ANGELES,9098659500
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,WHITTIER,CA,90602,LOS ANGELES,5266980811
PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,CA,91346,LOS ANGELES,8183658051
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,90732,LOS ANGELES,3108323311
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,TORRANCE,CA,90503,LOS ANGELES,3105407676
PROVIDENCE SAINT JOHN'S HEALTH CENTER,SANTA MONICA,CA,90404,LOS ANGELES,3108295511
PROVIDENCE SAINT JOSEPH MEDICAL CTR,BURBANK,CA,91505,LOS ANGELES,8188435111
PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,91356,LOS ANGELES,8188810800
RONALD REAGAN U C L A MEDICAL CENTER,LOS ANGELES,CA,90095,LOS ANGELES,3108256301
SAINT FRANCIS MEDICAL CENTER,LYNWOOD,CA,90262,LOS ANGELES,3109008900
SAINT VINCENT MEDICAL CENTER,LOS ANGELES,CA,90057,LOS ANGELES,2134847111
SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,91773,LOS ANGELES,9095996811
SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,90404,LOS ANGELES,3103194000
SHERMAN OAKS HOSPITAL,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111
SHRINERS HOSPITALS FOR CHILDREN,LOS ANGELES,CA,90020,LOS ANGELES,2133883151
SILVER LAKE MEDICAL CENTER,LOS ANGELES,CA,90026,LOS ANGELES,2139896123
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271
ST MARY MEDICAL CENTER,LONG BEACH,CA,90813,LOS ANGELES,5624919000
TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,CA,90509,LOS ANGELES,3103259110
USC VERDUGO HILLS HOSPITAL,GLENDALE,CA,91209,LOS ANGELES,8187907100
VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,CA,91406,LOS ANGELES,8187826600
"WEST COVINA MEDICAL CENTER, INC",WEST COVINA,CA,91790,LOS ANGELES,6263388481
WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,CA,91307,LOS ANGELES,8186764100
WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,CA,90033,LOS ANGELES,3232685000
WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,90605,LOS ANGELES,5629453561
MADERA COMMUNITY HOSPITAL,MADERA,CA,93637,MADERA,5596755555
KAISER FOUNDATION HOSPITAL,SAN RAFAEL,CA,94903,MARIN,4154442000
MARIN GENERAL HOSPITAL,GREENBRAE,CA,94904,MARIN,4159257900
NOVATO COMMUNITY HOSPITAL,NOVATO,CA,94945,MARIN,4152091300
JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,CA,95338,MARIPOSA,2099663631
FRANK R HOWARD MEMORIAL HOSPITAL,WILLITS,CA,95490,MENDOCINO,7074563031
MENDOCINO COAST DISTRICT HOSPITAL,FORT BRAGG,CA,95437,MENDOCINO,7079611234
UKIAH VALLEY MEDICAL CENTER,UKIAH,CA,95482,MENDOCINO,7074623111
MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,CA,93635,MERCED,2098260591
MERCY MEDICAL CENTER,MERCED,CA,95340,MERCED,2095645000
MODOC MEDICAL CENTER,ALTURAS,CA,96101,MODOC,5302335131
SURPRISE VALLEY COMMUNITY HOSPITAL,CEDARVILLE,CA,96104,MODOC,5302796111
MAMMOTH HOSPITAL,MAMMOTH LAKES,CA,93546,MONO,7609343311
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,93940,MONTEREY,8316245311
GEORGE L MEE MEMORIAL HOSPITAL,KING CITY,CA,93930,MONTEREY,8313856000
NATIVIDAD MEDICAL CENTER,SALINAS,CA,93906,MONTEREY,8317554195
SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,CA,93901,MONTEREY,8317574333
QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,94558,NAPA,7072524411
ST HELENA HOSPITAL,SAINT HELENA,CA,94574,NAPA,7079633611
SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,95945,NEVADA,5302746000
TAHOE FOREST HOSPITAL,TRUCKEE,CA,96161,NEVADA,5305876011
AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,92801,ORANGE,7147741450
ANAHEIM GLOBAL MEDICAL CENTER,ANAHEIM,CA,92805,ORANGE,7145336220
CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,CA,92869,ORANGE,7146330011
CHILDREN'S HOSPITAL AT MISSION,MISSION VIEJO,CA,92691,ORANGE,9493652408
CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,CA,92868,ORANGE,7149973000
COLLEGE HOSPITAL COSTA MESA,COSTA MESA,CA,92627,ORANGE,9496422734
FAIRVIEW DEVELOPMENTAL CENTER,COSTA MESA,CA,92626,ORANGE,7149575000
FOOTHILL REGIONAL MEDICAL CENTER,TUSTIN,CA,92780,ORANGE,7146197700
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200
GARDEN GROVE HOSPITAL & MEDICAL CENTER,GARDEN GROVE,CA,92843,ORANGE,7145375160
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,ORANGE,CA,92866,ORANGE,7142892400
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,92663,ORANGE,9497644624
HOAG ORTHOPEDIC INSTITUTE,IRVINE,CA,92618,ORANGE,9497275000
HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,ANAHEIM,CA,92806,ORANGE,7142794000
LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,90623,ORANGE,7146707400
LOS ALAMITOS MEDICAL CENTER,LOS ALAMITOS,CA,90720,ORANGE,5627993220
MISSION HOSPITAL REGIONAL MED CENTER,MISSION VIEJO,CA,92691,ORANGE,9493641400
ORANGE COAST MEMORIAL MEDICAL CENTER,FOUNTAIN VALLEY,CA,92708,ORANGE,7143787406
ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,92705,ORANGE,7149533610
PLACENTIA LINDA HOSPITAL,PLACENTIA,CA,92870,ORANGE,7149932000
SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,CA,92653,ORANGE,9498374500
SOUTH COAST GLOBAL MEDICAL CENTER,SANTA ANA,CA,92704,ORANGE,7147545454
ST JOSEPH HOSPITAL,ORANGE,CA,92868,ORANGE,7146339111
ST JUDE MEDICAL CENTER,FULLERTON,CA,92835,ORANGE,7149923000
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,ORANGE,CA,92868,ORANGE,7144566112
WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA,92804,ORANGE,7148273000
KAISER FOUNDATION HOSPITAL - ROSEVILLE,ROSEVILLE,CA,95661,PLACER,9167844000
SUTTER AUBURN FAITH HOSPITAL,AUBURN,CA,95603,PLACER,5308884500
SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,95661,PLACER,9167811000
EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,PORTOLA,CA,96122,PLUMAS,5308324277
PLUMAS DISTRICT HOSPITAL,QUINCY,CA,95971,PLUMAS,5302832121
SENECA DISTRICT HOSPITAL,CHESTER,CA,96020,PLUMAS,5302582121
CORONA REGIONAL MEDICAL CENTER,CORONA,CA,92882,RIVERSIDE,9517374343
DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,92262,RIVERSIDE,7603236511
EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911
HEMET VALLEY MEDICAL CENTER,HEMET,CA,92543,RIVERSIDE,9516522811
JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,CA,92201,RIVERSIDE,7603476191
"KAISER FOUNDATION HOSPITAL, RIVERSIDE",RIVERSIDE,CA,92505,RIVERSIDE,9513532000
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,92563,RIVERSIDE,9512904000
MENIFEE VALLEY MEDICAL CENTER,SUN CITY,CA,92585,RIVERSIDE,9516798888
PALO VERDE HOSPITAL,BLYTHE,CA,92225,RIVERSIDE,7609224115
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,CA,92503,RIVERSIDE,9516882211
RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,CA,92501,RIVERSIDE,9517883000
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,MORENO VALLEY,CA,92555,RIVERSIDE,9514864000
SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,92220,RIVERSIDE,9518451121
SOUTHWEST HEALTHCARE SYSTEM,MURRIETA,CA,92562,RIVERSIDE,9516966000
TEMECULA VALLEY HOSPITAL,TEMECULA,CA,92592,RIVERSIDE,9513312200
KAISER FOUNDATION HOSP SO SACRAMENTO,SACRAMENTO,CA,95823,SACRAMENTO,9166882000
KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,95825,SACRAMENTO,9169735000
MERCY GENERAL HOSPITAL,SACRAMENTO,CA,95819,SACRAMENTO,9164534453
MERCY HOSPITAL OF FOLSOM,FOLSOM,CA,95630,SACRAMENTO,9169837400
MERCY SAN JUAN MEDICAL CENTER,CARMICHAEL,CA,95608,SACRAMENTO,9165375000
METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,CA,95823,SACRAMENTO,9164236010
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,SACRAMENTO,CA,95817,SACRAMENTO,9164532000
"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,CA,95816,SACRAMENTO,9167338999
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,CA,95817,SACRAMENTO,9167342011
HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,95023,SAN BENITO,8316375711
ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,92324,SAN BERNARDINO,9095801000
BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,92311,SAN BERNARDINO,7602561761
BEAR VALLEY COMMUNITY HOSPITAL,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,9098666501
CHINO VALLEY MEDICAL CENTER,CHINO,CA,91710,SAN BERNARDINO,9096276111
COLORADO RIVER MEDICAL CENTER,NEEDLES,CA,92363,SAN BERNARDINO,7603264531
COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9098876333
DESERT VALLEY HOSPITAL,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000
HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,92252,SAN BERNARDINO,7603663711
KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,92335,SAN BERNARDINO,9094275500
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000
LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,CA,92354,SAN BERNARDINO,9095584000
MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300
MOUNTAINS COMMUNITY HOSPITAL,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,9093363651
REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,92373,SAN BERNARDINO,9093355500
SAN ANTONIO REGIONAL HOSPITAL,UPLAND,CA,91786,SAN BERNARDINO,7149852811
ST BERNARDINE MEDICAL CENTER,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711
ST MARY MEDICAL CENTER,APPLE VALLEY,CA,92307,SAN BERNARDINO,7602422311
VICTOR VALLEY GLOBAL MEDICAL CENTER,VICTORVILLE,CA,92392,SAN BERNARDINO,7602458691
ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,92120,SAN DIEGO,6192293172
GROSSMONT HOSPITAL,LA MESA,CA,91942,SAN DIEGO,6194650711
KAISER FOUNDATION HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92120,SAN DIEGO,6195285000
PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,CA,92025,SAN DIEGO,7607393000
PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,91950,SAN DIEGO,6194704321
POMERADO HOSPITAL,POWAY,CA,92064,SAN DIEGO,8584856511
RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,CA,92123,SAN DIEGO,8585761700
SCRIPPS GREEN HOSPITAL,LA JOLLA,CA,92037,SAN DIEGO,8584559100
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,92024,SAN DIEGO,7607536501
SCRIPPS MEMORIAL HOSPITAL LA JOLLA,LA JOLLA,CA,92037,SAN DIEGO,8586264123
SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,92103,SAN DIEGO,6192948111
SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,CA,91911,SAN DIEGO,6195025800
SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,CA,92118,SAN DIEGO,6194356251
SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,92123,SAN DIEGO,8589393400
TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056,SAN DIEGO,7607248411
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,SAN DIEGO,CA,92103,SAN DIEGO,6195436222
CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4156416562
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156006000
CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4156006000
CHINESE HOSPITAL,SAN FRANCISCO,CA,94133,SAN FRANCISCO,4159822400
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,SAN FRANCISCO,CA,94115,SAN FRANCISCO,4158332646
LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,SAN FRANCISCO,CA,94116,SAN FRANCISCO,4157592300
SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000
SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4152068000
ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,94117,SAN FRANCISCO,4156681000
UCSF MEDICAL CENTER,SAN FRANCISCO,CA,94143,SAN FRANCISCO,4153532733
DAMERON HOSPITAL,STOCKTON,CA,95203,SAN JOAQUIN,2099445550
DOCTORS HOSPITAL OF MANTECA,MANTECA,CA,95336,SAN JOAQUIN,2098233111
KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,CA,95337,SAN JOAQUIN,2098253700
LODI MEMORIAL HOSPITAL,LODI,CA,95240,SAN JOAQUIN,2093343411
SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,CA,95204,SAN JOAQUIN,2099432000
SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,95376,SAN JOAQUIN,2098351500
FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353
SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,8505467600
TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,REDWOOD CITY,CA,94063,SAN MATEO,6502992000
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6507423200
MENLO PARK SURGICAL HOSPITAL,MENLO PARK,CA,94025,SAN MATEO,6503248500
MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010,SAN MATEO,6506965270
SAN MATEO MEDICAL CENTER,SAN MATEO,CA,94403,SAN MATEO,6505732222
SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062,SAN MATEO,6503675551
SETON MEDICAL CENTER,DALY CITY,CA,94015,SAN MATEO,6509924000
GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA,93111,SANTA BARBARA,8056816446
LOMPOC VALLEY MEDICAL CENTER,LOMPOC,CA,93436,SANTA BARBARA,8057373300
MARIAN REGIONAL MEDICAL CENTER,SANTA MARIA,CA,93454,SANTA BARBARA,8057393100
SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111
SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,CA,93463,SANTA BARBARA,8056886431
EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,94040,SANTA CLARA,6509407000
GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,95124,SANTA CLARA,4085592011
KAISER FOUNDATION HOSPITAL-SAN JOSE,SAN JOSE,CA,95119,SANTA CLARA,4089727000
KAISER FOUNDATION HOSPITAL-SANTA CLARA,SANTA CLARA,CA,95051,SANTA CLARA,4082366400
LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,PALO ALTO,CA,94304,SANTA CLARA,6504978000
O'CONNOR HOSPITAL,SAN JOSE,CA,95128,SANTA CLARA,4089472500
REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,CA,95116,SANTA CLARA,4082595000
SAINT LOUISE REGIONAL HOSPITAL,GILROY,CA,95020,SANTA CLARA,4088482000
SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,95128,SANTA CLARA,4088855000
STANFORD HEALTH CARE,STANFORD,CA,94305,SANTA CLARA,6507235708
