Hospital Name,City,State,ZIP Code,County Name,Phone Number,Mortality,P,PSI,Spending
COPPER QUEEN COMMUNITY HOSPITAL,BISBEE,AZ,85603,COCHISE,5204326401,0.03732058,1.83175,0,-1260.58125
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",WILLCOX,AZ,85643,COCHISE,5203843541,1.69329038,-0.10825,0,-1445.08125
FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,86001,COCONINO,9287793366,5.11578353,0.69175,0.270314143,-609.83125
PAGE HOSPITAL,PAGE,AZ,86040,COCONINO,9286452424,-0.829218425,0.71175,0,393.66875
TUBA CITY REGIONAL HEALTH CARE CORPORATION,TUBA CITY,AZ,86045,COCONINO,9282832501,0.733840105,0.37175,0.154224143,-2798.58125
BANNER PAYSON MEDICAL CENTER,PAYSON,AZ,85541,GILA,9284743222,1.16575658,-0.18825,-0.096710857,758.91875
COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,85501,GILA,9284021122,4.06198698,-0.48825,0,-684.08125
SAN CARLOS APACHE HEALTHCARE,PERIDOT,AZ,85542,GILA,9284751200,-0.829218425,1.01175,0.007967143,393.66875
MT. GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,85546,GRAHAM,9283484000,-1.871587345,0.21175,-0.021028857,-745.33125
LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286699201,0.23257738,0.97175,0,-66.33125
PARKER INDIAN HEALTH CENTER,PARKER,AZ,85344,LA PAZ,9286692137,-0.829218425,-0.64825,0,393.66875
ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,85308,MARICOPA,6235611000,-5.187633925,-0.46825,-0.002032857,1403.91875
ABRAZO CENTRAL CAMPUS,PHOENIX,AZ,85015,MARICOPA,6022490212,-2.37959782,-1.72825,-0.090877857,1584.16875
ABRAZO MARYVALE CAMPUS,PHOENIX,AZ,85031,MARICOPA,6238485000,0.24856075,-2.18825,-0.010030857,-943.58125
ABRAZO SCOTTSDALE CAMPUS,PHOENIX,AZ,85032,MARICOPA,6029235000,-2.061774345,-1.56825,0.038244143,1255.91875
ABRAZO WEST CAMPUS,GOODYEAR,AZ,85395,MARICOPA,6238821515,-2.266416095,-1.24825,0.053068143,-113.08125
ARIZONA SPECIALTY HOSPITAL,CHANDLER,AZ,85224,MARICOPA,4806039000,-0.008468425,3.61175,-0.102032857,2173.41875
ARIZONA SPINE AND JOINT HOSPITAL,MESA,AZ,85206,MARICOPA,4808324770,-1.175080025,3.49175,-0.046822857,1251.16875
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,PHOENIX,AZ,85006,MARICOPA,6022392000,3.24496188,-0.02825,0.171808143,2059.66875
BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,85206,MARICOPA,4806845898,7.202040855,-0.28825,0.231715143,930.41875
BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,85351,MARICOPA,6238324000,7.246340205,-0.20825,-0.266529857,-232.58125
BANNER DEL E. WEBB MEDICAL CENTER,SUN CITY WEST,AZ,85375,MARICOPA,6235244000,-1.561626175,-0.34825,-0.051482857,-292.58125
BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4804123000,2.041894555,-0.54825,-0.141284857,986.16875
BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,85037,MARICOPA,6233274000,-0.355970245,0.85175,0.093329143,-878.58125
BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,85234,MARICOPA,4806845795,2.286682405,0.77175,-0.133160857,353.16875
BANNER HEART HOSPITAL,MESA,AZ,85206,MARICOPA,4808545050,2.20165668,0.69175,-0.051426857,-428.08125
BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,85306,MARICOPA,4806845898,3.72686763,0.01175,0.294364143,557.41875
CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,85224,MARICOPA,4807283000,5.20840058,-0.36825,-0.094601857,691.91875
"CORE INSTITUTE SPECIALTY HOSPITAL, THE",PHOENIX,AZ,85015,MARICOPA,6027956020,-0.155468425,1.71175,-0.112032857,930.66875
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,LAVEEN,AZ,85339,MARICOPA,6235845100,-0.829218425,1.41175,0.007856143,393.66875
GILBERT HOSPITAL,GILBERT,AZ,85295,MARICOPA,4808403715,-1.64100862,-1.56825,0.142324143,-304.33125
"HACIENDA CHILDREN'S HOSPITAL, INC.",MESA,AZ,85210,MARICOPA,6022434231,-0.829218425,-0.64825,0,393.66875
HONORHEALTH DEER VALLEY MEDICAL CENTER,PHOENIX,AZ,85027,MARICOPA,6238796100,0.943645955,-0.80825,0.060660143,1785.41875
JOHN C. LINCOLN MEDICAL CENTER,PHOENIX,AZ,85020,MARICOPA,6023315862,-7.689417725,-0.66825,0.217967143,2161.16875
"LOS NINOS HOSPITAL, INC.",PHOENIX,AZ,85016,MARICOPA,6029547311,-0.829218425,-0.64825,0,393.66875
MARICOPA MEDICAL CENTER,PHOENIX,AZ,85008,MARICOPA,6023445011,-2.58459585,-1.84825,0.060639143,-1216.58125
MAYO CLINIC HOSPITAL,PHOENIX,AZ,85054,MARICOPA,4803424201,15.81351893,3.19175,-0.112170857,-1223.83125
MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,85296,MARICOPA,4807288000,5.709866005,0.41175,-0.167342857,1279.16875
"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,85209,MARICOPA,4803586100,-6.15903365,-0.70825,0.087290143,2843.66875
O.A.S.I.S. HOSPITAL,PHOENIX,AZ,85008,MARICOPA,6027977700,0.85677725,2.49175,-0.183448857,1703.41875
PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,85016,MARICOPA,6029331000,-0.829218425,-0.64825,0,393.66875
PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,85016,MARICOPA,6022631200,-0.628720225,0.35175,0.002126143,393.66875
SCOTTSDALE OSBORN MEDICAL CENTER,SCOTTSDALE,AZ,85251,MARICOPA,4808824004,-6.342158945,-0.90825,-0.100381857,260.16875
SCOTTSDALE SHEA MEDICAL CENTER,SCOTTSDALE,AZ,85260,MARICOPA,4803233000,9.26289758,0.15175,0.037967143,1250.16875
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,SCOTTSDALE,AZ,85255,MARICOPA,4803247001,3.70068538,1.21175,-0.210669857,341.66875
ST LUKE'S MEDICAL CENTER,PHOENIX,AZ,85006,MARICOPA,6022518156,-2.83000635,-0.74825,-0.000707857,1824.91875
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,PHOENIX,AZ,85013,MARICOPA,6024065001,-1.87499792,0.49175,0.125213143,1697.41875
WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,AZ,85390,MARICOPA,9286845421,0.28277808,1.63175,0,-462.08125
HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,-1.999736925,-1.76825,-0.042711857,-1550.33125
KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,86409,MOHAVE,9287572101,0.01364383,-0.04825,-0.007255857,-93.58125
VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,86426,MOHAVE,9287882273,5.705599005,0.53175,0.038235143,-1831.58125
WESTERN ARIZONA REGIONAL MEDICAL CENTER,BULLHEAD CITY,AZ,86442,MOHAVE,9287632273,1.102140205,-1.00825,-0.115331857,-519.33125
HOPI HEALTH CARE CENTER,POLACCA,AZ,86042,NAVAJO,9287376000,0.38393618,-0.64825,0,-2130.58125
LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,86047,NAVAJO,9282894691,-0.39594892,0.35175,0,-2034.33125
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285376399,4.25281083,1.29175,-0.162345857,339.41875
WHITERIVER PHS INDIAN HOSPITAL,WHITERIVER,AZ,85941,NAVAJO,9283384911,0.12397448,-1.32825,0.004601143,-1500.83125
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,TUCSON,AZ,85713,PIMA,5208742000,0.56661788,-1.74825,0.143444143,-536.58125
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,TUCSON,AZ,85724,PIMA,5208744189,0.764014205,-1.18825,0.215126143,-665.33125
GREEN VALLEY HOSPITAL,GREEN VALLEY,AZ,85614,PIMA,5203934710,-0.02960742,-0.34825,0.004405143,-1290.58125
NORTHWEST MEDICAL CENTER,TUCSON,AZ,85741,PIMA,5204698100,-11.6056012,-1.10825,-0.056025857,-571.08125
ORO VALLEY HOSPITAL,ORO VALLEY,AZ,85755,PIMA,5209013549,2.26952253,0.25175,-0.042205857,-1425.58125
SELLS HOSPITAL,SELLS,AZ,85634,PIMA,5203627003,-0.829218425,-0.64825,0.007205143,393.66875
ST JOSEPH'S HOSPITAL,TUCSON,AZ,85711,PIMA,5208733000,-10.2868608,-0.66825,-0.068266857,674.66875
ST. MARY'S HOSPITAL,TUCSON,AZ,85745,PIMA,5208723000,-2.60843917,-0.66825,-0.018904857,155.16875
TUCSON MEDICAL CENTER,TUCSON,AZ,85712,PIMA,5203275461,-2.739006595,-1.54825,-0.080318857,819.16875
BANNER CASA GRANDE MEDICAL CENTER,CASA GRANDE,AZ,85222,PINAL,5203816300,0.85404238,-0.36825,0.056246143,1332.41875
BANNER GOLDFIELD MEDICAL CENTER,APACHE JUNCTION,AZ,85120,PINAL,4807333300,0.49973233,2.01175,0.028922143,-1289.58125
BANNER IRONWOOD MEDICAL CENTER,QUEEN CREEK,AZ,85140,PINAL,4803944030,0.10537758,1.73175,-0.025916857,785.91875
"FLORENCE HOSPITAL AT ANTHEM, LLC",FLORENCE,AZ,85132,PINAL,5204242060,-1.435795725,-1.72825,0.005866143,-528.33125
HUHU KAM MEMORIAL HOSPITAL,SACATON,AZ,85147,PINAL,5205623321,-0.829218425,-0.64825,0,393.66875
HOLY CROSS HOSPITAL,NOGALES,AZ,85621,SANTA CRUZ,5202853000,-0.829218425,0.89175,0,393.66875
VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,86326,YAVAPAI,9286396058,3.900556555,0.41175,-0.067079857,-246.58125
YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT,AZ,86301,YAVAPAI,9284452700,-10.8353539,0.11175,0.020374143,736.66875
YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,85364,YUMA,9283367600,2.068547755,-0.44825,0.003888143,1072.16875
ALAMEDA HOSPITAL,ALAMEDA,CA,94501,ALAMEDA,5105223700,2.432146383,-0.672222222,-0.054474316,208.6590237
ALTA BATES SUMMIT MEDICAL CENTER,OAKLAND,CA,94609,ALAMEDA,5106554000,7.053904783,0.127777778,0.142943684,596.9090237
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,BERKELEY,CA,94705,ALAMEDA,5102044444,1.835309558,-1.592222222,-0.040587316,194.4090237
CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,OAKLAND,CA,94609,ALAMEDA,5104283000,-1.434913392,-0.272222222,0,12.90902367
EDEN MEDICAL CENTER,CASTRO VALLEY,CA,94546,ALAMEDA,5105371234,0.630223783,0.987777778,-0.001123316,1902.909024
HIGHLAND HOSPITAL,OAKLAND,CA,94602,ALAMEDA,5104374800,-10.02644244,-0.492222222,0.085816684,-295.0909763
KAISER FOUNDATION HOSPITAL - FREMONT,FREMONT,CA,94538,ALAMEDA,5107844000,-1.434913392,0.447777778,-0.006462316,12.90902367
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,OAKLAND,CA,94611,ALAMEDA,5107521000,0.817852283,-0.152222222,-0.115874316,-2696.840976
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,-1.186548317,0.767777778,-0.010332316,12.90902367
SAN LEANDRO HOSPITAL,SAN LEANDRO,CA,94578,ALAMEDA,5103576500,0.486397658,-0.092222222,-0.039245316,781.9090237
ST ROSE HOSPITAL,HAYWARD,CA,94545,ALAMEDA,5107826200,-0.697978842,-1.052222222,0.012820684,2549.659024
STANFORD HEALTH CARE - VALLEYCARE,PLEASANTON,CA,94588,ALAMEDA,9254477000,-1.039371992,1.227777778,0.081269684,753.6590237
WASHINGTON HOSPITAL,FREMONT,CA,94538,ALAMEDA,5107971111,4.651907108,1.287777778,-0.062878316,-880.5909763
SUTTER AMADOR HOSPITAL,JACKSON,CA,95642,AMADOR,2092237500,-8.721733992,1.127777778,0.142334684,-246.5909763
ENLOE MEDICAL CENTER,CHICO,CA,95926,BUTTE,5303327300,-5.684960317,1.927777778,-0.113321316,-867.0909763
FEATHER RIVER HOSPITAL,PARADISE,CA,95969,BUTTE,5308779361,2.193400983,0.287777778,0.004495684,-1955.840976
ORCHARD HOSPITAL,GRIDLEY,CA,95948,BUTTE,5308465671,-2.077915692,-0.272222222,0,-1929.340976
OROVILLE HOSPITAL,OROVILLE,CA,95966,BUTTE,5305338500,18.35304771,-3.012222222,0.101902684,-693.8409763
MARK TWAIN MEDICAL CENTER,SAN ANDREAS,CA,95249,CALAVERAS,2097542515,-4.263039692,1.507777778,0,-158.5909763
CONTRA COSTA REGIONAL MEDICAL CENTER,MARTINEZ,CA,94553,CONTRA COSTA,9253705000,-0.700402942,-0.912222222,-0.079967316,-2611.840976
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CONCORD,CA,94520,CONTRA COSTA,9256828200,6.983068533,1.127777778,-0.147435316,-19.59097633
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,4.124817083,1.207777778,0.069502684,566.6590237
KAISER FOUNDATION HOSPITAL - ANTIOCH,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,-3.192248742,0.687777778,-0.049692316,12.90902367
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,WALNUT CREEK,CA,94596,CONTRA COSTA,9252954000,-1.032073367,0.287777778,0.036342684,12.90902367
SAN RAMON REGIONAL MEDICAL CTR,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,-0.505656117,-0.572222222,-0.131630316,-747.0909763
SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,94509,CONTRA COSTA,9257797200,1.401437133,-0.832222222,-0.009366316,-54.34097633
SUTTER COAST HOSPITAL,CRESCENT CITY,CA,95531,DEL NORTE,7074648880,1.586291083,-1.552222222,-0.059679316,-2700.340976
BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,CA,96150,EL DORADO,5305413420,-3.070192717,1.667777778,0.047968684,-2372.590976
MARSHALL MEDICAL CENTER,PLACERVILLE,CA,95667,EL DORADO,5306221441,-2.638321117,1.707777778,0.006148684,-801.8409763
ADVENTIST MEDICAL CENTER - REEDLEY,REEDLEY,CA,93654,FRESNO,5596388155,-2.551868392,-0.332222222,0.007282684,-1887.840976
CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,CA,93611,FRESNO,5593244000,-9.182468492,1.127777778,0.528171684,735.9090237
COALINGA REGIONAL MEDICAL CENTER,COALINGA,CA,93210,FRESNO,5599356400,-1.434913392,-0.272222222,0.010355684,12.90902367
COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,93721,FRESNO,5594596000,-0.489621867,-0.252222222,-0.053591316,62.65902367
FRESNO SURGICAL HOSPITAL,FRESNO,CA,93710,FRESNO,5594318000,0.533764508,4.487777778,-0.227884316,552.4090237
KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,CA,93720,FRESNO,5594484500,-1.186810467,0.707777778,-0.025349316,12.90902367
SAINT AGNES MEDICAL CENTER,FRESNO,CA,93710,FRESNO,5594503000,-5.496622592,-0.472222222,-0.066839316,-634.8409763
VALLEY CHILDREN'S HOSPITAL,MADERA,CA,93636,FRESNO,5593535116,-1.434913392,-0.272222222,0,12.90902367
GLENN MEDICAL CENTER,WILLOWS,CA,95988,GLENN,5309341818,-0.622245792,-0.432222222,0,-1513.840976
JEROLD PHELPS COMMUNITY HOSPITAL,GARBERVILLE,CA,95542,HUMBOLDT,7079233921,-1.434913392,-0.272222222,0,12.90902367
MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,95521,HUMBOLDT,7078223621,-0.812959417,0.967777778,0.023584684,-2159.340976
REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,95540,HUMBOLDT,7074458121,-6.378255892,-0.272222222,0,-1817.340976
ST JOSEPH HOSPITAL,EUREKA,CA,95501,HUMBOLDT,7074458121,-2.760176542,1.727777778,-0.008491316,-417.4659763
EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,CA,92243,IMPERIAL,7603397100,-0.026738292,-0.272222222,0.171702684,-664.5909763
PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,CA,92227,IMPERIAL,7603513333,1.762209933,-0.432222222,0.156030684,191.4090237
NORTHERN INYO HOSPITAL,BISHOP,CA,93514,INYO,7608735811,-4.092086592,2.367777778,0,1801.409024
SOUTHERN INYO HOSPITAL,LONE PINE,CA,93545,INYO,7608765501,-1.434913392,-0.272222222,0,12.90902367
ADVENTIST HEALTH BAKERSFIELD,BAKERSFIELD,CA,93301,KERN,6613953000,-6.858394992,-0.572222222,0.121269684,-46.84097633
ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,TEHACHAPI,CA,93561,KERN,6618223241,-1.694875092,-0.272222222,0,12.90902367
BAKERSFIELD HEART HOSPITAL,BAKERSFIELD,CA,93308,KERN,6613166000,-1.172997767,0.447777778,0.078479684,-723.0909763
BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,CA,93301,KERN,6613271792,-8.347878317,-0.392222222,0.512144684,-626.8409763
DELANO REGIONAL MEDICAL CENTER,DELANO,CA,93215,KERN,6617254800,-3.493452892,-0.812222222,-0.038596316,-730.0909763
GOOD SAMARITAN HOSPITAL,BAKERSFIELD,CA,93308,KERN,6613994461,5.284295233,-0.812222222,0.007369684,315.9090237
KERN MEDICAL CENTER,BAKERSFIELD,CA,93306,KERN,6613262000,-2.096578767,-1.872222222,0.050765684,12.90902367
KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,93240,KERN,7603792681,0.187460808,-1.932222222,0,-2101.340976
MERCY HOSPITAL,BAKERSFIELD,CA,93301,KERN,6616325000,-0.396273192,-0.492222222,0.211269684,619.4090237
RIDGECREST REGIONAL HOSPITAL,RIDGECREST,CA,93555,KERN,7604463551,-1.434913392,-0.272222222,0,12.90902367
ADVENTIST MEDICAL CENTER,HANFORD,CA,93230,KINGS,2094107200,-7.322364067,0.287777778,-0.042398316,-1907.090976
ST HELENA HOSPITAL-CLEARLAKE,CLEARLAKE,CA,95422,LAKE,7079946486,-0.290002792,0.287777778,0,-1879.840976
SUTTER LAKESIDE HOSPITAL,LAKEPORT,CA,95453,LAKE,7072625000,-1.985109492,1.027777778,0,-664.0909763
BANNER LASSEN MEDICAL CENTER,SUSANVILLE,CA,96130,LASSEN,5302522000,-1.351836192,1.667777778,0,-1684.840976
ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA,CA,91801,LOS ANGELES,6265701606,8.745181383,-0.372222222,0.018502684,1596.409024
ANTELOPE VALLEY HOSPITAL,LANCASTER,CA,93534,LOS ANGELES,6619495000,-12.00627064,-2.072222222,0.185518684,291.6590237
BEVERLY HOSPITAL,MONTEBELLO,CA,90640,LOS ANGELES,3237261222,5.993026558,-0.772222222,-0.111454316,3311.909024
CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,90015,LOS ANGELES,2137482411,3.982070108,-1.352222222,-0.008799316,-881.5909763
CASA COLINA HOSPITAL,POMONA,CA,91767,LOS ANGELES,9095967733,-1.434913392,-0.272222222,0,12.90902367
CATALINA ISLAND MEDICAL CENTER,AVALON,CA,90704,LOS ANGELES,3105100700,-1.434913392,-0.272222222,0,12.90902367
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,90048,LOS ANGELES,3104235000,21.30395143,0.687777778,0.017615684,2752.159024
CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,90301,LOS ANGELES,3106734660,20.87105633,-1.612222222,-0.259117316,2876.409024
CHILDREN'S HOSP OF LOS ANGELES,LOS ANGELES,CA,90027,LOS ANGELES,3236692164,-1.434913392,-0.272222222,0,12.90902367
CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,91723,LOS ANGELES,6268142468,9.806375383,-0.052222222,0.278854684,2305.909024
COAST PLAZA HOSPITAL,NORWALK,CA,90650,LOS ANGELES,3103560550,-1.126264217,-3.012222222,0.010314684,913.1590237
COLLEGE MEDICAL CENTER,LONG BEACH,CA,90806,LOS ANGELES,5625951911,0.258654483,-1.232222222,-0.037273316,-53.84097633
COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,CA,90255,LOS ANGELES,3235831931,2.121307983,-1.772222222,-0.023369316,-120.3409763
COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,CA,90804,LOS ANGELES,5624940600,-2.983119867,-2.652222222,-0.037612316,287.6590237
EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,0.538879858,-1.332222222,-0.018106316,-620.8409763
EAST VALLEY GLENDORA HOSPITAL,GLENDORA,CA,91740,LOS ANGELES,6263350231,2.997660808,-4.832222222,0.001269684,606.9090237
ENCINO HOSPITAL MEDICAL CENTER,ENCINO,CA,91436,LOS ANGELES,8189955000,10.42859121,-0.092222222,-0.044807316,231.4090237
FOOTHILL PRESBYTERIAN HOSPITAL,GLENDORA,CA,91740,LOS ANGELES,6269638411,2.390396433,1.447777778,0.109702684,-44.09097633
GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,9.063144158,-1.612222222,-0.003845316,1510.909024
GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,91206,LOS ANGELES,8184098202,10.25345071,0.427777778,0.070414684,1297.159024
GLENDALE MEM HOSPITAL & HLTH CENTER,GLENDALE,CA,91204,LOS ANGELES,8185021900,6.305919133,-0.172222222,-0.093466316,2414.409024
GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,5.284295233,-0.812222222,0.007369684,315.9090237
GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975,0.582176208,-1.432222222,-0.007577316,663.4090237
HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,91355,LOS ANGELES,6612538000,12.31898388,0.027777778,0.041457684,101.6590237
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,CA,90027,LOS ANGELES,2134133000,8.678487883,-2.432222222,-0.120920316,2638.159024
HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,91109,LOS ANGELES,6263975000,12.56336346,1.287777778,-0.099270316,481.6590237
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,BALDWIN PARK,CA,91706,LOS ANGELES,6268511011,-1.148002467,1.407777778,-0.012056316,12.90902367
KAISER FOUNDATION HOSPITAL - DOWNEY,DOWNEY,CA,90242,LOS ANGELES,5624616007,-1.909667967,0.687777778,0.059975684,12.90902367
KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,CA,90027,LOS ANGELES,3237834011,1.375528783,0.707777778,-0.066696316,12.90902367
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333,-1.203518242,1.007777778,-0.027102316,12.90902367
KAISER FOUNDATION HOSPITAL - SOUTH BAY,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,-1.859051267,1.327777778,-0.032861316,12.90902367
KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,CA,90034,LOS ANGELES,2138572201,-1.962102817,0.707777778,0.060273684,12.90902367
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,WOODLAND HILLS,CA,91367,LOS ANGELES,8187193800,-1.158068292,1.547777778,-0.029756316,12.90902367
KECK HOSPITAL OF USC,LOS ANGELES,CA,90033,LOS ANGELES,3234428656,1.567967233,0.827777778,-0.105862316,806.6590237
LAC/HARBOR-UCLA MED CENTER,TORRANCE,CA,90502,LOS ANGELES,3102222101,-1.185674592,-1.012222222,-0.049509316,-457.0909763
LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,91342,LOS ANGELES,8183641555,-2.443846792,0.267777778,0.003468684,-2381.090976
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,DOWNEY,CA,90242,LOS ANGELES,5624017022,-2.105206442,0.367777778,-0.060695316,12.90902367
LAC+USC MEDICAL CENTER,LOS ANGELES,CA,90033,LOS ANGELES,3232262800,-3.653757992,-0.332222222,0.032886684,-2245.590976
LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,0.177668658,-0.892222222,0.006555684,4317.909024
LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,90806,LOS ANGELES,5629332000,5.288951708,0.507777778,-0.031067316,485.1590237
LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,CA,90023,LOS ANGELES,3232670477,7.998257283,-6.632222222,-0.092666316,1542.409024
MARINA DEL REY HOSPITAL,MARINA DEL REY,CA,90291,LOS ANGELES,3108238911,5.540776308,0.847777778,-0.010814316,2143.909024
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,CA,90059,LOS ANGELES,4248356808,-1.434913392,1.487777778,0.010562684,12.90902367
MEMORIAL HOSPITAL OF GARDENA,GARDENA,CA,90247,LOS ANGELES,3105324200,8.440956258,-3.912222222,0.101723684,2765.159024
METHODIST HOSPITAL OF SOUTHERN CA,ARCADIA,CA,91006,LOS ANGELES,6264454441,16.87653771,0.407777778,-0.084699316,2136.409024
MILLER CHILDREN'S HOSPITAL,LONG BEACH,CA,90806,LOS ANGELES,5629338001,-1.434913392,-0.272222222,0,12.90902367
MIRACLE MILE MEDICAL CENTER,LOS ANGELES,CA,90036,LOS ANGELES,3239301040,-1.357132017,1.867777778,-0.003982316,12.90902367
MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100,4.687706058,-1.172222222,-0.045983316,2538.909024
MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000,-0.186671092,-0.632222222,-0.029215316,-625.5909763
MOTION PICTURE & TELEVISION HOSPITAL,WOODLAND HILLS,CA,91364,LOS ANGELES,8188761771,-1.434913392,-0.272222222,0,12.90902367
NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,4.014917408,-0.772222222,0.393963684,1373.159024
OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,90036,LOS ANGELES,3106575900,9.490855983,-2.432222222,-0.142448316,2516.159024
PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,CA,90012,LOS ANGELES,2136248411,6.239001183,-0.072222222,-0.053683316,-681.5909763
PACIFICA HOSPITAL OF THE VALLEY,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,-1.571844742,-1.472222222,-0.001527316,-1131.590976
PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,93552,LOS ANGELES,6613825000,-0.007810042,1.187777778,0.289446684,-302.8409763
PIH HOSPITAL - DOWNEY,DOWNEY,CA,90241,LOS ANGELES,5269045000,6.592751208,-1.192222222,0.182090684,1477.909024
